"Product";"Type";"Division";"Group";"ShortDescription";"Description"
"EL41345";"Tipo 1447";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41346";"Tipo 2253";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41347";"Tipo 1454";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41348";"Tipo 90";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41349";"Tipo 903";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4135";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41350";"Tipo 1455";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41351";"Tipo 904";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41352";"Tipo 230";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41353";"Tipo 379";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41354";"Tipo 599";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41355";"Tipo 1456";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41356";"Tipo 380";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41357";"Tipo 4599";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41358";"Tipo 4600";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41359";"Tipo 4601";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4136";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41360";"Tipo 1457";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41361";"Tipo 4602";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41362";"Tipo 4603";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41363";"Tipo 4604";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41364";"Tipo 4605";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41365";"Tipo 4606";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41366C";"Tipo 2254";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41367C";"Tipo 4607";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41368C";"Tipo 3377";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41369C";"Tipo 2255";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4137";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41370C";"Tipo 3996";"División 1";"Grupo 1";"Texto Search Descripción 901";"Texto Descripción 1"
"EL41371C";"Tipo 2256";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41372C";"Tipo 3997";"División 1";"Grupo 1";"Texto Search Descripción 902";"Texto Descripción 1"
"EL41373C";"Tipo 2257";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41374C";"Tipo 3378";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41375C";"Tipo 2258";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41376C";"Tipo 381";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41377C";"Tipo 2202";"División 1";"Grupo 1";"Texto Search Descripción 904";"Texto Descripción 1"
"EL41377K";"Tipo 4608";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41378C";"Tipo 2162";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41379C";"Tipo 1410";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41379K";"Tipo 4609";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4138";"Tipo 1087";"División 1";"Grupo 1";"Texto Search Descripción 2";"Texto Descripción 2"
"EL41380C";"Tipo 2200";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41380K";"Tipo 4610";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41381";"Tipo 1396";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41382C";"Tipo 3320";"División 1";"Grupo 1";"Texto Search Descripción 1034";"Texto Descripción 1"
"EL41382K";"Tipo 4611";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41383C";"Tipo 2201";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41384C";"Tipo 4612";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41385C";"Tipo 3258";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41386C";"Tipo 886";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41387C";"Tipo 3259";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41388";"Tipo 6405";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41389";"Tipo 4404";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41390";"Tipo 4405";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41391";"Tipo 6406";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41392";"Tipo 382";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41393";"Tipo 1458";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41394";"Tipo 2259";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41395";"Tipo 600";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41396";"Tipo 4613";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41398";"Tipo 2260";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41399";"Tipo 2208";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4140";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41400";"Tipo 4406";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41402";"Tipo 4407";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41404";"Tipo 4408";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41405";"Tipo 4409";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41406";"Tipo 4614";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41407";"Tipo 4615";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41408";"Tipo 4616";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41409";"Tipo 4617";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41409C";"Tipo 5492";"División 1";"Grupo 1";"Texto Search Descripción 1037";"Texto Descripción 1"
"EL41410";"Tipo 4618";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41411";"Tipo 4619";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41412";"Tipo 4620";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41413";"Tipo 4621";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41414";"Tipo 4622";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41415";"Tipo 4623";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41416";"Tipo 4624";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41417";"Tipo 4625";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41418";"Tipo 4626";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41419";"Tipo 4627";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4142";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41422";"Tipo 4628";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41427";"Tipo 3379";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41429";"Tipo 4629";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4143";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41430";"Tipo 4630";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41431";"Tipo 4631";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41432";"Tipo 4632";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41434";"Tipo 4633";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4144";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41440";"Tipo 1459";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41441";"Tipo 3380";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41442";"Tipo 4634";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41443";"Tipo 4635";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41445";"Tipo 4636";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41447";"Tipo 4637";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41448";"Tipo 4638";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41449";"Tipo 4639";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4145";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41450";"Tipo 4640";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41451";"Tipo 4641";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41454";"Tipo 4642";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41458";"Tipo 4643";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4146";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41460";"Tipo 4644";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41461";"Tipo 4645";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41462";"Tipo 4646";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41469";"Tipo 4647";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4147";;"División 1";"Grupo 1";"Texto Search Descripción 2";"Texto Descripción 2"
"EL41471";"Tipo 4648";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41473";"Tipo 4649";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41474";"Tipo 4650";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41476";"Tipo 4651";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41478";"Tipo 3260";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41479";"Tipo 4652";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4148";;"División 1";"Grupo 1";"Texto Search Descripción 2";"Texto Descripción 2"
"EL41481";"Tipo 4653";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41482";"Tipo 4654";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41486";"Tipo 4655";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41487";"Tipo 4656";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41488";"Tipo 601";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41489";"Tipo 6886";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4149";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41490";"Tipo 6887";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41491";"Tipo 6888";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41492";"Tipo 4657";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41494";"Tipo 4658";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41495";"Tipo 4659";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41496";"Tipo 3381";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4150";"Tipo 138";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41500";"Tipo 4660";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41501";"Tipo 4661";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41502";"Tipo 4662";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41507";"Tipo 4663";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41509";"Tipo 4664";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4151";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41510";"Tipo 6889";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41511";"Tipo 4665";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41512";"Tipo 4666";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41513";"Tipo 4667";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41514";"Tipo 4668";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41515";"Tipo 4669";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41516";"Tipo 4670";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41517";"Tipo 4671";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41518";"Tipo 4672";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41519";"Tipo 4673";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4152";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41520";"Tipo 4674";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41523";"Tipo 4675";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41524";"Tipo 4676";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41525";"Tipo 4677";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41526K";"Tipo 4678";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41527";"Tipo 905";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41528";"Tipo 906";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41529";"Tipo 2261";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4153";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41530";"Tipo 6890";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41531";"Tipo 6891";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41532";"Tipo 6892";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41533";"Tipo 6893";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41534";"Tipo 6894";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41536";"Tipo 4679";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41537";"Tipo 6895";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41538";"Tipo 6896";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41539";"Tipo 6897";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4154";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41540";"Tipo 6898";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41541";"Tipo 6899";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41542";"Tipo 6900";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41543";"Tipo 6901";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41544";"Tipo 6902";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41545";"Tipo 6903";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41546";"Tipo 6904";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41547";"Tipo 6905";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41548";"Tipo 6906";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41549";"Tipo 6907";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4155";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41550";"Tipo 6908";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41551";"Tipo 4680";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41552";"Tipo 6909";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41553";"Tipo 6910";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41554";"Tipo 6911";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41555";"Tipo 6912";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41556";"Tipo 6913";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41557";"Tipo 6914";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41558";"Tipo 6915";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41559";"Tipo 6916";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4156";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41560";"Tipo 6917";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41561";"Tipo 6918";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41562";"Tipo 6919";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41563";"Tipo 6920";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41564";"Tipo 6921";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41565";"Tipo 6922";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41566";"Tipo 6923";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41567";"Tipo 6924";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41568";"Tipo 6925";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41569";"Tipo 6926";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4157";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41570";"Tipo 4681";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41571";"Tipo 6927";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41572C";"Tipo 907";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41573C";"Tipo 5477";"División 1";"Grupo 1";"Texto Search Descripción 476";"Texto Descripción 1"
"EL41574C";"Tipo 2262";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41574K";"Tipo 3382";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41575C";"Tipo 2263";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41575K";"Tipo 3383";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41576C";"Tipo 3384";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41576K";"Tipo 3385";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41577C";"Tipo 383";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41578C";"Tipo 2264";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41579C";"Tipo 5493";"División 1";"Grupo 1";"Texto Search Descripción 1042";"Texto Descripción 1"
"EL4158";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41580C";"Tipo 1460";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41581C";"Tipo 908";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41582C";"Tipo 602";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41583C";"Tipo 603";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41584C";"Tipo 3386";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41585C";"Tipo 909";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41586";"Tipo 4682";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41587";"Tipo 4683";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41588C";"Tipo 604";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41588K";"Tipo 3387";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41589C";"Tipo 605";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4159";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41590C";"Tipo 910";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41591";"Tipo 4684";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41594C";"Tipo 911";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41594LK";"Tipo 4685";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41594RK";"Tipo 4686";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41595C";"Tipo 2265";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41596C";"Tipo 1461";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41597C";"Tipo 384";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41598C";"Tipo 1462";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41599C";"Tipo 2266";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4160";"Tipo 912";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41600C";"Tipo 913";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41601C";"Tipo 3971";"División 1";"Grupo 1";"Texto Search Descripción 23";"Texto Descripción 26"
"EL41602C";"Tipo 606";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41603C";"Tipo 385";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41604C";"Tipo 2267";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41605C";"Tipo 1463";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41606C";"Tipo 3388";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41607C";"Tipo 3389";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41608C";"Tipo 2268";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41609C";"Tipo 2269";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41609K";"Tipo 6928";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL4161";"Tipo 386";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41610C";"Tipo 3390";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41611C";"Tipo 2270";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41612C";"Tipo 914";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41612LK";"Tipo 3391";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41612RK";"Tipo 3392";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41613C";"Tipo 3393";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41614C";"Tipo 607";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41614K";"Tipo 2271";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41615C";"Tipo 2272";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41616C";"Tipo 2273";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41617C";"Tipo 2274";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41618C";"Tipo 608";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41619C";"Tipo 5494";"División 1";"Grupo 1";"Texto Search Descripción 1060";"Texto Descripción 1"
"EL4162";;"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
"EL41620C";"Tipo 915";"División 1";"Grupo 1";"Texto Search Descripción 1";"Texto Descripción 1"
