Invoice;InboundDate;IDSupplier;OrderDate;InvoiceDate;LeadTime;SupplierName;Country;Currency;CountryOrigen;TheoricalLeadTime;GoodLeadTime
FFCC160918;2016-04-05;PROV1734;2016-02-23;2016-04-08;42 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC160919;2016-04-08;PROV1484;2016-03-24;2016-04-11;15 days;Proveedor 385;ES;EUR;Spanish;10 days;False
FFCC160920;2016-04-01;PROV1061;2016-03-16;2016-04-04;16 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC160921;2016-04-01;PROV1870;2016-03-11;2016-04-04;21 days;Proveedor 707;IE;EUR;Intracommunity;20 days;False
FFCC160923;2016-04-05;PROV1003;2016-02-25;2016-04-08;40 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC160924;2016-04-19;PROV1003;2016-03-06;2016-04-22;44 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC160925;2016-04-12;PROV1061;2016-02-25;2016-04-15;47 days;Proveedor 182;IN;USD;Extracommunity;45 days;False
FFCC160926;2016-04-07;PROV40001000;2016-03-17;2016-04-10;21 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC160927;2016-04-01;PROV1485;2016-02-07;2016-04-04;54 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC160928;2016-04-01;PROV1485;2016-03-10;2016-04-04;22 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC160929;2016-04-01;PROV1485;2016-03-04;2016-04-04;28 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC160930;2016-04-01;PROV1485;2016-02-12;2016-04-04;49 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC160932;2016-04-01;PROV1485;2016-03-13;2016-04-04;19 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC160934;2016-04-01;PROV40002220;2016-02-12;2016-04-04;49 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC160937;2016-04-15;PROV40000500;2016-03-22;2016-04-18;24 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC160950;2016-04-15;PROV40000850;2016-03-01;2016-04-18;45 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC160951;2016-04-15;PROV40001825;2016-02-27;2016-04-18;48 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC160953;2016-04-01;PROV1475;2016-02-19;2016-04-04;42 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC160955;2016-04-15;PROV40000520;2016-03-09;2016-04-18;37 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC160956;2016-04-01;PROV1398;2016-03-04;2016-04-04;28 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC160962;2016-04-01;PROV1597;2016-02-17;2016-04-04;44 days;Proveedor 491;CH;USD;Extracommunity;45 days;True
FFCC160964;2016-04-12;PROV1014;2016-03-11;2016-04-15;32 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC160965;2016-04-01;PROV1428;2016-03-07;2016-04-04;25 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC160968;2016-04-08;PROV40000850;2016-03-03;2016-04-11;36 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC160969;2016-04-08;PROV40000500;2016-03-18;2016-04-11;21 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC160973;2016-04-12;PROV1756;2016-03-31;2016-04-15;12 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC160979;2016-04-20;PROV1441;2016-04-06;2016-04-23;14 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC160980;2016-04-11;PROV40002330;2016-03-25;2016-04-14;17 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC160989;2016-04-15;PROV1014;2016-03-31;2016-04-18;15 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC160997;2016-04-10;PROV1465;2016-02-16;2016-04-13;54 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC160998;2016-04-15;PROV1485;2016-04-09;2016-04-18;6 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC161000;2016-04-21;PROV1895;2016-03-13;2016-04-24;39 days;Proveedor 8;ES;EUR;Spanish;10 days;False
FFCC161001;2016-04-13;PROV1485;2016-03-26;2016-04-16;18 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC161019;2016-04-01;PROV1475;2016-03-13;2016-04-04;19 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC161022;2016-04-01;PROV1585;2016-02-10;2016-04-04;51 days;Proveedor 479;CH;USD;Extracommunity;45 days;False
FFCC161026;2016-04-01;PROV1585;2016-03-03;2016-04-04;29 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC161048;2016-04-18;PROV40002330;2016-02-29;2016-04-21;49 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161049;2016-04-28;PROV1485;2016-04-10;2016-05-01;18 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC161055;2016-04-30;PROV41000980;2016-03-05;2016-05-03;56 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC161057;2016-04-30;PROV40002065;2016-03-10;2016-05-03;51 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC161058;2016-04-12;PROV40000735;2016-03-31;2016-04-15;12 days;Proveedor 19;ES;EUR;Spanish;10 days;False
FFCC161059;2016-04-25;PROV1027;2016-03-11;2016-04-28;45 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC161060;2016-04-25;PROV40002720;2016-04-08;2016-04-28;17 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC161061;2016-04-20;PROV1734;2016-04-11;2016-04-23;9 days;Proveedor 593;ES;EUR;Spanish;10 days;True
FFCC161062;2016-04-15;PROV40000187;2016-03-26;2016-04-18;20 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC161064;2016-04-25;PROV40000187;2016-03-07;2016-04-28;49 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC161069;2016-04-27;PROV1876;2016-03-24;2016-04-30;34 days;Proveedor 712;ES;EUR;Spanish;10 days;False
FFCC161070;2016-04-15;PROV40001000;2016-03-15;2016-04-18;31 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC161078;2016-04-23;PROV40002330;2016-03-25;2016-04-26;29 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161079;2016-04-30;PROV40000850;2016-03-17;2016-05-03;44 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC161128;2016-04-30;PROV1465;2016-03-28;2016-05-03;33 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC161129;2016-04-30;PROV1129;2016-04-08;2016-05-03;22 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC161130;2016-04-22;PROV1734;2016-02-28;2016-04-25;54 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161141;2016-04-19;PROV1670;2016-04-13;2016-04-22;6 days;Proveedor 558;ES;EUR;Spanish;10 days;True
FFCC161142;2016-04-19;PROV1670;2016-04-05;2016-04-22;14 days;Proveedor 558;ES;EUR;Spanish;10 days;False
FFCC161149;2016-04-08;PROV40002065;2016-03-06;2016-04-11;33 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC161151;2016-04-22;PROV40000520;2016-03-27;2016-04-25;26 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161156;2016-04-14;PROV1875;2016-03-30;2016-04-17;15 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC161159;2016-04-30;PROV40000520;2016-04-13;2016-05-03;17 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161161;2016-04-21;PROV1428;2016-03-01;2016-04-24;51 days;Proveedor 341;CH;USD;Extracommunity;45 days;False
FFCC161164;2016-04-29;PROV1734;2016-04-17;2016-05-02;12 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161175;2016-04-20;PROV1790;2016-04-01;2016-04-23;19 days;Proveedor 637;ES;EUR;Spanish;10 days;False
FFCC161183;2016-04-26;PROV40000235;2016-04-04;2016-04-29;22 days;Proveedor 15;ES;EUR;Spanish;10 days;False
FFCC161185;2016-04-15;PROV1734;2016-02-20;2016-04-18;55 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161186;2016-04-28;PROV1441;2016-04-01;2016-05-01;27 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC161190;2016-04-15;PROV1649;2016-02-24;2016-04-18;51 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161191;2016-04-27;PROV1649;2016-04-13;2016-04-30;14 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161192;2016-04-26;PROV1649;2016-04-12;2016-04-29;14 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161197;2016-04-22;PROV1061;2016-04-19;2016-04-25;3 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC161198;2016-04-01;PROV1551;2016-03-03;2016-04-04;29 days;Proveedor 447;CH;USD;Extracommunity;45 days;True
FFCC161214;2016-04-01;PROV1585;2016-03-11;2016-04-04;21 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC161215;2016-04-01;PROV1834;2016-02-24;2016-04-04;37 days;Proveedor 677;CH;USD;Extracommunity;45 days;True
FFCC161216;2016-04-29;PROV40002220;2016-03-12;2016-05-02;48 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC161236;2016-05-16;PROV1129;2016-04-23;2016-05-19;23 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC161237;2016-05-02;PROV40002330;2016-03-21;2016-05-05;42 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161238;2016-05-06;PROV40000500;2016-04-01;2016-05-09;35 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC161239;2016-05-12;PROV1734;2016-04-22;2016-05-15;20 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161240;2016-05-01;PROV40000187;2016-04-17;2016-05-04;14 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC161241;2016-05-06;PROV40000850;2016-04-29;2016-05-09;7 days;Proveedor 21;ES;EUR;Spanish;10 days;True
FFCC161242;2016-05-01;PROV1170;2016-04-18;2016-05-04;13 days;Proveedor 221;ES;EUR;Spanish;10 days;False
FFCC161243;2016-05-05;PROV1649;2016-04-25;2016-05-08;10 days;Proveedor 538;ES;EUR;Spanish;10 days;True
FFCC161244;2016-05-05;PROV1649;2016-03-17;2016-05-08;49 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161245;2016-05-04;PROV1650;2016-03-30;2016-05-07;35 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC161246;2016-05-01;PROV40002220;2016-04-19;2016-05-04;12 days;Proveedor 36;ES;EUR;Spanish;10 days;False
FFCC161247;2016-05-11;PROV40001000;2016-05-01;2016-05-14;10 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC161248;2016-05-07;PROV40002330;2016-04-01;2016-05-10;36 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161249;2016-05-12;PROV40000235;2016-03-25;2016-05-15;48 days;Proveedor 15;ES;EUR;Spanish;10 days;False
FFCC161265;2016-05-01;PROV1428;2016-04-14;2016-05-04;17 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC161269;2016-05-05;PROV1003;2016-04-03;2016-05-08;32 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC161272;2016-05-14;PROV1734;2016-04-08;2016-05-17;36 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161274;2016-05-01;PROV1397;2016-04-16;2016-05-04;15 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC161276;2016-05-04;PROV40001000;2016-03-18;2016-05-07;47 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC161278;2016-05-01;PROV1485;2016-03-28;2016-05-04;34 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC161282;2016-05-06;PROV40000520;2016-03-14;2016-05-09;53 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161283;2016-05-01;PROV40001825;2016-03-21;2016-05-04;41 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC161284;2016-05-15;PROV1323;2016-05-12;2016-05-18;3 days;Proveedor 281;ES;EUR;Spanish;10 days;True
FFCC161285;2016-05-11;PROV1475;2016-03-29;2016-05-14;43 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC161288;2016-05-06;PROV1397;2016-03-27;2016-05-09;40 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC161290;2016-05-01;PROV1870;2016-04-16;2016-05-04;15 days;Proveedor 707;IE;EUR;Intracommunity;20 days;True
FFCC161292;2016-05-01;PROV1875;2016-04-05;2016-05-04;26 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC161297;2016-05-01;PROV1061;2016-04-17;2016-05-04;14 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC161301;2016-05-01;PROV1398;2016-03-22;2016-05-04;40 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC161305;2016-05-10;PROV1479;2016-04-27;2016-05-13;13 days;Proveedor 380;ES;EUR;Spanish;10 days;False
FFCC161307;2016-05-04;PROV1756;2016-04-04;2016-05-07;30 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC161322;2016-05-10;PROV1428;2016-03-22;2016-05-13;49 days;Proveedor 341;CH;USD;Extracommunity;45 days;False
FFCC161325;2016-05-01;PROV1014;2016-04-13;2016-05-04;18 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC161326;2016-05-01;PROV1834;2016-03-15;2016-05-04;47 days;Proveedor 677;CH;USD;Extracommunity;45 days;False
FFCC161330;2016-05-01;PROV1585;2016-04-12;2016-05-04;19 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC161339;2016-05-01;PROV1475;2016-03-10;2016-05-04;52 days;Proveedor 376;CH;USD;Extracommunity;45 days;False
FFCC161342;2016-05-17;PROV1014;2016-05-05;2016-05-20;12 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC161350;2016-05-26;PROV1734;2016-05-16;2016-05-29;10 days;Proveedor 593;ES;EUR;Spanish;10 days;True
FFCC161351;2016-05-11;PROV1027;2016-04-18;2016-05-14;23 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC161353;2016-05-13;PROV40000520;2016-04-15;2016-05-16;28 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161355;2016-05-19;PROV1397;2016-04-22;2016-05-22;27 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC161357;2016-05-25;PROV40002720;2016-05-19;2016-05-28;6 days;Proveedor 38;ES;EUR;Spanish;10 days;True
FFCC161358;2016-05-19;PROV1734;2016-04-08;2016-05-22;41 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161359;2016-05-16;PROV40002330;2016-04-13;2016-05-19;33 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161361;2016-05-31;PROV40001470;2016-04-30;2016-06-03;31 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC161362;2016-05-30;PROV40000850;2016-04-08;2016-06-02;52 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC161363;2016-05-13;PROV40000850;2016-04-09;2016-05-16;34 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC161364;2016-05-01;PROV1597;2016-03-24;2016-05-04;38 days;Proveedor 491;CH;USD;Extracommunity;45 days;True
FFCC161400;2016-05-31;PROV40002065;2016-05-24;2016-06-03;7 days;Proveedor 30;ES;EUR;Spanish;10 days;True
FFCC161401;2016-05-25;PROV1441;2016-05-16;2016-05-28;9 days;Proveedor 349;ES;EUR;Spanish;10 days;True
FFCC161402;2016-05-06;PROV1485;2016-03-28;2016-05-09;39 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC161405;2016-05-20;PROV40000500;2016-04-19;2016-05-23;31 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC161406;2016-05-20;PROV1485;2016-05-07;2016-05-23;13 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC161411;2016-05-12;PROV40001825;2016-04-22;2016-05-15;20 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC161414;2016-05-30;PROV1502;2016-04-14;2016-06-02;46 days;Proveedor 401;ES;EUR;Spanish;10 days;False
FFCC161416;2016-05-09;PROV1485;2016-04-23;2016-05-12;16 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC161421;2016-05-31;PROV1876;2016-05-30;2016-06-03;1 days;Proveedor 712;ES;EUR;Spanish;10 days;True
FFCC161427;2016-05-13;PROV1061;2016-05-10;2016-05-16;3 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC161436;2016-05-27;PROV40000500;2016-05-15;2016-05-30;12 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC161490;2016-05-31;PROV41000980;2016-05-17;2016-06-03;14 days;Proveedor 110;ES;EUR;Spanish;10 days;False
FFCC161491;2016-05-25;PROV40000187;2016-03-29;2016-05-28;57 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC161515;2016-05-20;PROV1649;2016-04-19;2016-05-23;31 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161516;2016-05-17;PROV1649;2016-04-02;2016-05-20;45 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161520;2016-05-01;PROV1834;2016-04-13;2016-05-04;18 days;Proveedor 677;CH;USD;Extracommunity;45 days;True
FFCC161521;2016-05-27;PROV1558;2016-04-23;2016-05-30;34 days;Proveedor 453;ES;EUR;Spanish;10 days;False
FFCC161528;2016-05-27;PROV1558;2016-04-17;2016-05-30;40 days;Proveedor 453;ES;EUR;Spanish;10 days;False
FFCC161540;2016-05-31;PROV40000520;2016-04-24;2016-06-03;37 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161541;2016-05-20;PROV40000520;2016-04-24;2016-05-23;26 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161543;2016-05-28;PROV40002330;2016-05-17;2016-05-31;11 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161544;2016-05-31;PROV1441;2016-05-08;2016-06-03;23 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC161545;2016-05-11;PROV1441;2016-04-07;2016-05-14;34 days;Proveedor 349;ES;EUR;Spanish;10 days;False
FFCC161557;2016-06-15;PROV40001470;2016-05-25;2016-06-18;21 days;Proveedor 26;ES;EUR;Spanish;10 days;False
FFCC161560;2016-06-10;PROV40000500;2016-04-28;2016-06-13;43 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC161562;2016-06-03;PROV40000850;2016-04-18;2016-06-06;46 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC161563;2016-06-06;PROV40000235;2016-05-27;2016-06-09;10 days;Proveedor 15;ES;EUR;Spanish;10 days;True
FFCC161564;2016-06-01;PROV1475;2016-05-06;2016-06-04;26 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC161567;2016-06-01;PROV1650;2016-05-20;2016-06-04;12 days;Proveedor 539;ES;EUR;Spanish;10 days;False
FFCC161569;2016-06-09;PROV1734;2016-05-18;2016-06-12;22 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161570;2016-06-04;PROV40002330;2016-05-21;2016-06-07;14 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161573;2016-06-01;PROV1014;2016-05-17;2016-06-04;15 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC161574;2016-06-09;PROV1191;2016-05-15;2016-06-12;25 days;Proveedor 227;ES;EUR;Spanish;10 days;False
FFCC161583;2016-06-08;PROV40001000;2016-05-12;2016-06-11;27 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC161584;2016-06-01;PROV40002330;2016-04-14;2016-06-04;48 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161585;2016-06-01;PROV1397;2016-05-11;2016-06-04;21 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC161595;2016-06-01;PROV40001825;2016-05-04;2016-06-04;28 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC161609;2016-06-10;PROV1397;2016-06-06;2016-06-13;4 days;Proveedor 321;PE;USD;Extracommunity;45 days;True
FFCC161611;2016-06-01;PROV1475;2016-04-17;2016-06-04;45 days;Proveedor 376;CH;USD;Extracommunity;45 days;True
FFCC161614;2016-06-01;PROV1061;2016-04-30;2016-06-04;32 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC161615;2016-06-09;PROV1014;2016-04-29;2016-06-12;41 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC161616;2016-06-11;PROV40002330;2016-05-28;2016-06-14;14 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161617;2016-06-01;PROV1003;2016-04-18;2016-06-04;44 days;Proveedor 165;CN;USD;Extracommunity;45 days;True
FFCC161618;2016-06-01;PROV1733;2016-05-05;2016-06-04;27 days;Proveedor 592;CH;USD;Extracommunity;45 days;True
FFCC161640;2016-06-01;PROV1585;2016-05-29;2016-06-04;3 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC161642;2016-06-01;PROV1875;2016-04-20;2016-06-04;42 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC161645;2016-06-01;PROV1398;2016-04-22;2016-06-04;40 days;Proveedor 322;CH;USD;Extracommunity;45 days;True
FFCC161648;2016-06-10;PROV1465;2016-05-17;2016-06-13;24 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC161649;2016-06-01;PROV40001000;2016-05-21;2016-06-04;11 days;Proveedor 24;FR;EUR;Intracommunity;20 days;True
FFCC161653;2016-06-13;PROV1485;2016-06-05;2016-06-16;8 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC161657;2016-06-17;PROV40001825;2016-06-03;2016-06-20;14 days;Proveedor 29;ES;EUR;Spanish;10 days;False
FFCC161658;2016-06-17;PROV40000520;2016-05-12;2016-06-20;36 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161659;2016-06-20;PROV1485;2016-06-02;2016-06-23;18 days;Proveedor 386;IE;EUR;Intracommunity;20 days;True
FFCC161660;2016-06-14;PROV1585;2016-05-29;2016-06-17;16 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC161663;2016-06-10;PROV40000850;2016-05-31;2016-06-13;10 days;Proveedor 21;ES;EUR;Spanish;10 days;True
FFCC161664;2016-06-17;PROV40000850;2016-05-08;2016-06-20;40 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC161665;2016-06-13;PROV1485;2016-04-15;2016-06-16;59 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC161667;2016-06-10;PROV40000520;2016-06-06;2016-06-13;4 days;Proveedor 17;ES;EUR;Spanish;10 days;True
FFCC161669;2016-06-15;PROV40000520;2016-05-27;2016-06-18;19 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161673;2016-06-17;PROV1734;2016-06-01;2016-06-20;16 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161685;2016-06-16;PROV1027;2016-04-27;2016-06-19;50 days;Proveedor 178;ES;EUR;Spanish;10 days;False
FFCC161686;2016-06-13;PROV1900;2016-04-19;2016-06-16;55 days;Proveedor 732;ES;EUR;Spanish;10 days;False
FFCC161693;2016-06-07;PROV1756;2016-05-02;2016-06-10;36 days;Proveedor 603;IN;USD;Extracommunity;45 days;True
FFCC161695;2016-06-17;PROV40000500;2016-05-05;2016-06-20;43 days;Proveedor 16;ES;EUR;Spanish;10 days;False
FFCC161697;2016-06-08;PROV1649;2016-05-29;2016-06-11;10 days;Proveedor 538;ES;EUR;Spanish;10 days;True
FFCC161698;2016-06-22;PROV1649;2016-05-26;2016-06-25;27 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161699;2016-06-18;PROV1649;2016-05-09;2016-06-21;40 days;Proveedor 538;ES;EUR;Spanish;10 days;False
FFCC161719;2016-06-22;PROV1484;2016-05-18;2016-06-25;35 days;Proveedor 385;ES;EUR;Spanish;10 days;False
FFCC161720;2016-06-20;PROV40002330;2016-05-28;2016-06-23;23 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161721;2016-06-21;PROV1014;2016-05-14;2016-06-24;38 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC161722;2016-06-22;PROV1734;2016-05-08;2016-06-25;45 days;Proveedor 593;ES;EUR;Spanish;10 days;False
FFCC161726;2016-06-22;PROV40001000;2016-05-08;2016-06-25;45 days;Proveedor 24;FR;EUR;Intracommunity;20 days;False
FFCC161727;2016-06-25;PROV40002720;2016-05-01;2016-06-28;55 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC161729;2016-06-24;PROV40000850;2016-05-28;2016-06-27;27 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC161731;2016-06-25;PROV40002330;2016-05-14;2016-06-28;42 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161732;2016-06-10;PROV1061;2016-04-26;2016-06-13;45 days;Proveedor 182;IN;USD;Extracommunity;45 days;True
FFCC161738;2016-06-28;PROV40002720;2016-05-04;2016-07-01;55 days;Proveedor 38;ES;EUR;Spanish;10 days;False
FFCC161740;2016-06-01;PROV1585;2016-05-21;2016-06-04;11 days;Proveedor 479;CH;USD;Extracommunity;45 days;True
FFCC161745;2016-06-13;PROV1649;2016-06-06;2016-06-16;7 days;Proveedor 538;ES;EUR;Spanish;10 days;True
FFCC161746;2016-06-20;PROV1485;2016-05-12;2016-06-23;39 days;Proveedor 386;IE;EUR;Intracommunity;20 days;False
FFCC161749;2016-06-30;PROV40002065;2016-05-10;2016-07-03;51 days;Proveedor 30;ES;EUR;Spanish;10 days;False
FFCC161775;2016-06-01;PROV1875;2016-05-06;2016-06-04;26 days;Proveedor 711;CH;USD;Extracommunity;45 days;True
FFCC161776;2016-06-15;PROV1129;2016-05-20;2016-06-18;26 days;Proveedor 207;ES;EUR;Spanish;10 days;False
FFCC161780;2016-06-29;PROV40000235;2016-05-27;2016-07-02;33 days;Proveedor 15;ES;EUR;Spanish;10 days;False
FFCC161781;2016-06-27;PROV40002330;2016-05-27;2016-06-30;31 days;Proveedor 37;ES;EUR;Spanish;10 days;False
FFCC161785;2016-06-24;PROV1014;2016-05-20;2016-06-27;35 days;Proveedor 171;ES;EUR;Spanish;10 days;False
FFCC161786;2016-06-30;PROV40000850;2016-05-12;2016-07-03;49 days;Proveedor 21;ES;EUR;Spanish;10 days;False
FFCC161790;2016-06-30;PROV40000520;2016-05-17;2016-07-03;44 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161791;2016-06-30;PROV1465;2016-05-22;2016-07-03;39 days;Proveedor 368;ES;EUR;Spanish;10 days;False
FFCC161792;2016-06-21;PROV1428;2016-05-23;2016-06-24;29 days;Proveedor 341;CH;USD;Extracommunity;45 days;True
FFCC161804;2016-06-24;PROV40000520;2016-05-17;2016-06-27;38 days;Proveedor 17;ES;EUR;Spanish;10 days;False
FFCC161821;2016-06-23;PROV40000187;2016-05-22;2016-06-26;32 days;Proveedor 13;ES;EUR;Spanish;10 days;False
FFCC161839;2016-06-06;PROV41000980;2016-05-13;2016-06-09;24 days;Proveedor 110;ES;EUR;Spanish;10 days;False
